"zip_code","year","avg.house_price"
"60653","2008",323246.166666667
"60653","2009",281011.75
"60653","2010",250546.583333333
"60653","2011",202876.166666667
"60653","2012",172988.166666667
"60653","2013",189279.666666667
"60653","2014",201811
"60653","2015",209974.666666667
"60653","2016",228037.916666667
"60653","2017",252899.583333333
"60653","2018",268548
"60653","2019",275836.416666667
"60653","2020",284861.333333333
"60653","2021",314421
"60654","2000",230581.75
"60654","2001",267810.166666667
"60654","2002",291467.5
"60654","2003",304443.25
"60654","2004",313555.25
"60654","2005",336292.75
"60654","2006",353952.333333333
"60654","2007",354331.333333333
"60654","2008",343536.666666667
"60654","2009",321359.916666667
"60654","2010",308491
"60654","2011",294158.583333333
"60654","2012",290472.583333333
"60654","2013",329922.166666667
"60654","2014",363209.5
"60654","2015",376135.083333333
"60654","2016",393599.25
"60654","2017",406386.916666667
"60654","2018",406788.25
"60654","2019",398808.666666667
"60654","2020",400770.666666667
"60654","2021",415801.666666667
"60655","2000",158205.166666667
"60655","2001",168372.833333333
"60655","2002",184281.583333333
"60655","2003",201467.5
"60655","2004",225600.583333333
"60655","2005",256252.75
"60655","2006",280464.416666667
"60655","2007",284532.25
"60655","2008",270226
"60655","2009",243117.75
"60655","2010",228328.916666667
"60655","2011",207798.833333333
"60655","2012",194350.333333333
"60655","2013",206969.166666667
"60655","2014",217173.75
"60655","2015",224497.833333333
"60655","2016",232578.666666667
"60655","2017",241602.333333333
"60655","2018",251095.083333333
"60655","2019",253452.083333333
"60655","2020",258950.333333333
"60655","2021",283313.666666667
"60656","2000",238710.833333333
"60656","2001",266442.5
"60656","2002",285167.666666667
"60656","2003",307217.916666667
"60656","2004",336339.666666667
"60656","2005",375390.916666667
"60656","2006",406556.25
"60656","2007",396795
"60656","2008",357087.916666667
"60656","2009",295241.666666667
"60656","2010",268833
"60656","2011",243932.916666667
"60656","2012",233595.75
"60656","2013",253997.75
"60656","2014",282201.75
"60656","2015",289191.25
"60656","2016",301968.25
"60656","2017",316255.666666667
"60656","2018",317951.666666667
"60656","2019",316950
"60656","2020",327110.083333333
"60656","2021",351703.916666667
"60657","2000",324192.416666667
"60657","2001",365971.083333333
"60657","2002",395137.166666667
"60657","2003",414890.916666667
"60657","2004",432631.166666667
"60657","2005",459602.083333333
"60657","2006",483958.916666667
"60657","2007",483419.666666667
"60657","2008",463347.75
"60657","2009",427435.75
"60657","2010",415693.833333333
"60657","2011",392472.333333333
"60657","2012",378383.25
"60657","2013",409362.916666667
"60657","2014",440407.416666667
"60657","2015",449399.083333333
"60657","2016",464258
"60657","2017",477413.333333333
"60657","2018",484258.25
"60657","2019",478859
"60657","2020",481843.583333333
"60657","2021",506254.666666667
"60659","2000",209104.333333333
"60659","2001",241572.916666667
"60659","2002",266400.25
"60659","2003",288492.083333333
"60659","2004",315836.75
"60659","2005",355447.333333333
"60659","2006",383943.416666667
"60659","2007",384312
"60659","2008",358739.333333333
"60659","2009",306812.166666667
"60659","2010",281976.583333333
"60659","2011",248648.75
"60659","2012",241415.083333333
"60659","2013",260722.583333333
"60659","2014",291868.666666667
"60659","2015",302728.5
"60659","2016",322665.583333333
"60659","2017",338089.166666667
"60659","2018",338430.166666667
"60659","2019",334662.5
"60659","2020",345261.833333333
"60659","2021",374809.083333333
"60660","2000",172090.583333333
"60660","2001",200878.25
"60660","2002",225757.916666667
"60660","2003",242835.083333333
"60660","2004",259598.166666667
"60660","2005",278347.333333333
"60660","2006",296151.666666667
"60660","2007",297575.083333333
"60660","2008",280677.25
"60660","2009",250064.916666667
"60660","2010",234171.916666667
"60660","2011",201948
"60660","2012",184523.75
"60660","2013",195282.083333333
"60660","2014",217115.5
"60660","2015",228597.166666667
"60660","2016",236439.5
"60660","2017",249567.75
"60660","2018",258634.416666667
"60660","2019",258391.916666667
"60660","2020",262797.5
"60660","2021",276347.75
"60661","2000",221008.916666667
"60661","2001",253654.416666667
"60661","2002",274037.583333333
"60661","2003",278010.833333333
"60661","2004",292539.333333333
"60661","2005",316790.166666667
"60661","2006",333819.25
"60661","2007",330658
"60661","2008",318355.083333333
"60661","2009",296466.583333333
"60661","2010",285183.583333333
"60661","2011",268142.833333333
"60661","2012",261232.083333333
"60661","2013",292741.083333333
"60661","2014",323693.75
"60661","2015",336061.083333333
"60661","2016",354648.416666667
"60661","2017",371247.166666667
"60661","2018",380656.5
"60661","2019",374164
"60661","2020",373985.666666667
"60661","2021",373872.833333333
